,0,1,2
0,-0.14850544929504395,0.004575532395392656,0.6266821622848511
1,-0.14816094934940338,0.004688560031354427,0.6268278360366821
2,-0.14754869043827057,0.005032302346080542,0.6269735097885132
3,-0.14667075872421265,0.005604156292974949,0.627119243144989
4,-0.14552921056747437,0.006401520688086748,0.6272649168968201
5,-0.14412610232830048,0.0074217915534973145,0.6274105906486511
6,-0.14246349036693573,0.00866236723959446,0.6275562644004822
7,-0.14054347574710846,0.010120644234120846,0.6277019381523132
8,-0.13836808502674103,0.011794021353125572,0.6278476715087891
9,-0.13593938946723938,0.013679894618690014,0.6279933452606201
10,-0.13325946033000946,0.015775661915540695,0.6281390190124512
11,-0.13033036887645721,0.018078722059726715,0.6282846927642822
12,-0.1271541714668274,0.020586470142006874,0.6284303665161133
13,-0.12373293191194534,0.023296304047107697,0.6285760402679443
14,-0.12006870657205582,0.026205623522400856,0.6287217736244202
15,-0.11616357415914536,0.02931182272732258,0.6288674473762512
16,-0.11201958358287811,0.03261230140924454,0.6290131211280823
17,-0.10763881355524063,0.03610445559024811,0.6291587948799133
18,-0.10302332043647766,0.039785683155059814,0.6293044686317444
19,-0.09817516803741455,0.04365338385105133,0.6294502019882202
20,-0.09309642761945724,0.04770495370030403,0.6295958757400513
21,-0.0877891480922699,0.051937784999608994,0.6297415494918823
22,-0.08225540816783905,0.05634928494691849,0.6298872232437134
23,-0.07649727165699005,0.06093684211373329,0.6300328969955444
24,-0.07051678746938705,0.06569785624742508,0.6301786303520203
25,-0.0643160343170166,0.07062973082065582,0.6303243041038513
26,-0.05789707601070404,0.0757298544049263,0.6304699778556824
27,-0.05126196891069412,0.08099563419818878,0.6306156516075134
28,-0.04441278055310249,0.08642445504665375,0.6307613253593445
29,-0.0373515784740448,0.09201372414827347,0.6309069991111755
30,-0.030080420896410942,0.09776083379983902,0.6310527324676514
31,-0.022601373493671417,0.10366318374872208,0.6311984062194824
32,-0.014916502870619297,0.10971817374229431,0.6313440799713135
33,-0.007027871441096067,0.1159232035279274,0.6314897537231445
34,0.0010624562855809927,0.12227565795183182,0.6316354274749756
35,0.009352416731417179,0.12877294421195984,0.6317811608314514
36,0.0178399458527565,0.13541245460510254,0.6319268345832825
37,0.026522979140281677,0.14219160377979279,0.6320725083351135
38,0.03539945185184479,0.14910775423049927,0.6322181820869446
39,0.04446730017662048,0.15615834295749664,0.6323638558387756
40,0.05372446030378342,0.1633407324552536,0.6325095891952515
41,0.06316886842250824,0.1706523448228836,0.6326552629470825
42,0.0727984607219696,0.17809057235717773,0.6328009366989136
43,0.08261117339134216,0.18565280735492706,0.6329466104507446
44,0.09260494261980057,0.19333645701408386,0.6330922842025757
45,0.10277770459651947,0.20113889873027802,0.6332379579544067
